23-12-22 22:24:00.179 - INFO: Namespace(batch_size=4, checkpoint='../model_dcvc_quality_2_psnr.pth', clip_max_norm=1.0, cuda=True, dataset='/public/sy/vimeo_septuplet', epochs=600, experiment='DCVC_exp_01_mse_q1024', gpu_id=5, learning_rate=1e-05, lmbda=1024.0, model='dvc', num_workers=0, patch_size=(256, 256), save=True, seed=None, test_batch_size=4)
23-12-22 22:24:00.419 - INFO: Learning rate: 1e-05
23-12-22 22:24:05.875 - INFO: Train epoch 0: [    0/64612 (0%)] Loss: 0.2359 | MSE loss: 0.0001 | WARP loss: 0.0015 | Bpp loss: 0.1010 | 
23-12-22 23:05:18.835 - INFO: Train epoch 0: [ 3200/64612 (20%)] Loss: 0.1591 | MSE loss: 0.0001 | WARP loss: 0.0009 | Bpp loss: 0.0765 | 
23-12-22 23:06:41.271 - INFO: Train epoch 0: [ 3300/64612 (20%)] Loss: 0.2270 | MSE loss: 0.0001 | WARP loss: 0.0013 | Bpp loss: 0.0886 | 
23-12-22 23:08:02.533 - INFO: Train epoch 0: [ 3400/64612 (21%)] Loss: 0.1601 | MSE loss: 0.0001 | WARP loss: 0.0011 | Bpp loss: 0.0550 | 
23-12-22 23:09:24.489 - INFO: Train epoch 0: [ 3500/64612 (22%)] Loss: 0.1971 | MSE loss: 0.0001 | WARP loss: 0.0011 | Bpp loss: 0.0809 | 
23-12-22 23:10:43.246 - INFO: Train epoch 0: [ 3600/64612 (22%)] Loss: 0.1715 | MSE loss: 0.0001 | WARP loss: 0.0005 | Bpp loss: 0.0513 | 
23-12-22 23:12:08.375 - INFO: Train epoch 0: [ 3700/64612 (23%)] Loss: 0.1392 | MSE loss: 0.0001 | WARP loss: 0.0007 | Bpp loss: 0.0589 | 
23-12-22 23:13:38.917 - INFO: Train epoch 0: [ 3800/64612 (24%)] Loss: 0.1702 | MSE loss: 0.0001 | WARP loss: 0.0008 | Bpp loss: 0.0579 | 
23-12-22 23:15:03.095 - INFO: Train epoch 0: [ 3900/64612 (24%)] Loss: 0.2174 | MSE loss: 0.0001 | WARP loss: 0.0014 | Bpp loss: 0.0867 | 
23-12-22 23:16:23.366 - INFO: Train epoch 0: [ 4000/64612 (25%)] Loss: 0.1957 | MSE loss: 0.0001 | WARP loss: 0.0012 | Bpp loss: 0.0822 | 
23-12-22 23:17:40.256 - INFO: Train epoch 0: [ 4100/64612 (25%)] Loss: 0.2208 | MSE loss: 0.0001 | WARP loss: 0.0012 | Bpp loss: 0.0969 | 
23-12-22 23:18:58.954 - INFO: Train epoch 0: [ 4200/64612 (26%)] Loss: 0.2241 | MSE loss: 0.0001 | WARP loss: 0.0019 | Bpp loss: 0.0741 | 
23-12-22 23:20:20.366 - INFO: Train epoch 0: [ 4300/64612 (27%)] Loss: 0.2331 | MSE loss: 0.0001 | WARP loss: 0.0014 | Bpp loss: 0.1043 | 
23-12-22 23:21:42.441 - INFO: Train epoch 0: [ 4400/64612 (27%)] Loss: 0.3101 | MSE loss: 0.0002 | WARP loss: 0.0012 | Bpp loss: 0.0937 | 
23-12-22 23:23:03.560 - INFO: Train epoch 0: [ 4500/64612 (28%)] Loss: 0.1768 | MSE loss: 0.0001 | WARP loss: 0.0016 | Bpp loss: 0.0811 | 
23-12-22 23:24:20.730 - INFO: Train epoch 0: [ 4600/64612 (28%)] Loss: 0.2537 | MSE loss: 0.0001 | WARP loss: 0.0018 | Bpp loss: 0.1209 | 
23-12-22 23:25:37.215 - INFO: Train epoch 0: [ 4700/64612 (29%)] Loss: 0.1646 | MSE loss: 0.0001 | WARP loss: 0.0007 | Bpp loss: 0.0687 | 
23-12-22 23:26:53.868 - INFO: Train epoch 0: [ 4800/64612 (30%)] Loss: 0.3455 | MSE loss: 0.0002 | WARP loss: 0.0011 | Bpp loss: 0.1104 | 
23-12-22 23:28:11.041 - INFO: Train epoch 0: [ 4900/64612 (30%)] Loss: 0.2779 | MSE loss: 0.0002 | WARP loss: 0.0017 | Bpp loss: 0.1075 | 
23-12-22 23:29:27.218 - INFO: Train epoch 0: [ 5000/64612 (31%)] Loss: 0.3522 | MSE loss: 0.0002 | WARP loss: 0.0026 | Bpp loss: 0.1547 | 
23-12-22 23:30:43.524 - INFO: Train epoch 0: [ 5100/64612 (32%)] Loss: 0.2423 | MSE loss: 0.0001 | WARP loss: 0.0019 | Bpp loss: 0.1104 | 
23-12-22 23:32:00.737 - INFO: Train epoch 0: [ 5200/64612 (32%)] Loss: 0.1635 | MSE loss: 0.0001 | WARP loss: 0.0011 | Bpp loss: 0.0768 | 
23-12-22 23:33:17.607 - INFO: Train epoch 0: [ 5300/64612 (33%)] Loss: 0.1975 | MSE loss: 0.0001 | WARP loss: 0.0010 | Bpp loss: 0.0762 | 
23-12-22 23:34:34.282 - INFO: Train epoch 0: [ 5400/64612 (33%)] Loss: 0.1469 | MSE loss: 0.0001 | WARP loss: 0.0013 | Bpp loss: 0.0674 | 
23-12-22 23:35:50.250 - INFO: Train epoch 0: [ 5500/64612 (34%)] Loss: 0.1137 | MSE loss: 0.0001 | WARP loss: 0.0013 | Bpp loss: 0.0434 | 
23-12-22 23:37:05.330 - INFO: Train epoch 0: [ 5600/64612 (35%)] Loss: 0.2025 | MSE loss: 0.0001 | WARP loss: 0.0026 | Bpp loss: 0.0955 | 
23-12-22 23:38:21.601 - INFO: Train epoch 0: [ 5700/64612 (35%)] Loss: 0.1870 | MSE loss: 0.0001 | WARP loss: 0.0012 | Bpp loss: 0.0920 | 
23-12-22 23:39:38.028 - INFO: Train epoch 0: [ 5800/64612 (36%)] Loss: 0.1580 | MSE loss: 0.0001 | WARP loss: 0.0016 | Bpp loss: 0.0617 | 
23-12-22 23:40:55.501 - INFO: Train epoch 0: [ 5900/64612 (37%)] Loss: 0.1854 | MSE loss: 0.0001 | WARP loss: 0.0012 | Bpp loss: 0.0838 | 
23-12-22 23:42:14.775 - INFO: Train epoch 0: [ 6000/64612 (37%)] Loss: 0.2581 | MSE loss: 0.0002 | WARP loss: 0.0013 | Bpp loss: 0.0992 | 
23-12-22 23:43:35.260 - INFO: Train epoch 0: [ 6100/64612 (38%)] Loss: 0.1188 | MSE loss: 0.0001 | WARP loss: 0.0005 | Bpp loss: 0.0485 | 
23-12-22 23:44:50.366 - INFO: Train epoch 0: [ 6200/64612 (38%)] Loss: 0.3019 | MSE loss: 0.0002 | WARP loss: 0.0017 | Bpp loss: 0.1150 | 
23-12-22 23:46:05.916 - INFO: Train epoch 0: [ 6300/64612 (39%)] Loss: 0.1340 | MSE loss: 0.0001 | WARP loss: 0.0012 | Bpp loss: 0.0634 | 
23-12-22 23:47:22.150 - INFO: Train epoch 0: [ 6400/64612 (40%)] Loss: 0.2715 | MSE loss: 0.0002 | WARP loss: 0.0015 | Bpp loss: 0.1174 | 
23-12-22 23:48:37.587 - INFO: Train epoch 0: [ 6500/64612 (40%)] Loss: 0.0806 | MSE loss: 0.0000 | WARP loss: 0.0003 | Bpp loss: 0.0306 | 
23-12-22 23:49:54.536 - INFO: Train epoch 0: [ 6600/64612 (41%)] Loss: 0.2884 | MSE loss: 0.0002 | WARP loss: 0.0034 | Bpp loss: 0.1176 | 
23-12-22 23:51:11.535 - INFO: Train epoch 0: [ 6700/64612 (41%)] Loss: 0.1335 | MSE loss: 0.0001 | WARP loss: 0.0004 | Bpp loss: 0.0575 | 
23-12-22 23:52:27.590 - INFO: Train epoch 0: [ 6800/64612 (42%)] Loss: 0.2837 | MSE loss: 0.0002 | WARP loss: 0.0011 | Bpp loss: 0.0932 | 
23-12-22 23:53:43.606 - INFO: Train epoch 0: [ 6900/64612 (43%)] Loss: 0.2703 | MSE loss: 0.0002 | WARP loss: 0.0017 | Bpp loss: 0.1110 | 
23-12-22 23:54:57.805 - INFO: Train epoch 0: [ 7000/64612 (43%)] Loss: 0.2768 | MSE loss: 0.0002 | WARP loss: 0.0013 | Bpp loss: 0.0926 | 
23-12-22 23:56:13.926 - INFO: Train epoch 0: [ 7100/64612 (44%)] Loss: 0.2985 | MSE loss: 0.0002 | WARP loss: 0.0020 | Bpp loss: 0.1186 | 
23-12-22 23:57:30.560 - INFO: Train epoch 0: [ 7200/64612 (45%)] Loss: 0.2207 | MSE loss: 0.0001 | WARP loss: 0.0021 | Bpp loss: 0.0794 | 
23-12-22 23:58:46.502 - INFO: Train epoch 0: [ 7300/64612 (45%)] Loss: 0.2390 | MSE loss: 0.0001 | WARP loss: 0.0016 | Bpp loss: 0.1020 | 
23-12-23 00:00:02.724 - INFO: Train epoch 0: [ 7400/64612 (46%)] Loss: 0.2967 | MSE loss: 0.0002 | WARP loss: 0.0023 | Bpp loss: 0.1202 | 
23-12-23 00:01:18.683 - INFO: Train epoch 0: [ 7500/64612 (46%)] Loss: 0.1519 | MSE loss: 0.0001 | WARP loss: 0.0012 | Bpp loss: 0.0682 | 
23-12-23 00:02:33.307 - INFO: Train epoch 0: [ 7600/64612 (47%)] Loss: 0.2106 | MSE loss: 0.0001 | WARP loss: 0.0019 | Bpp loss: 0.0837 | 
23-12-23 00:03:49.341 - INFO: Train epoch 0: [ 7700/64612 (48%)] Loss: 0.1201 | MSE loss: 0.0001 | WARP loss: 0.0007 | Bpp loss: 0.0559 | 
23-12-23 00:05:05.061 - INFO: Train epoch 0: [ 7800/64612 (48%)] Loss: 0.3450 | MSE loss: 0.0002 | WARP loss: 0.0022 | Bpp loss: 0.1261 | 
23-12-23 00:06:21.043 - INFO: Train epoch 0: [ 7900/64612 (49%)] Loss: 0.1406 | MSE loss: 0.0001 | WARP loss: 0.0015 | Bpp loss: 0.0644 | 
23-12-23 00:07:37.276 - INFO: Train epoch 0: [ 8000/64612 (50%)] Loss: 0.0844 | MSE loss: 0.0001 | WARP loss: 0.0003 | Bpp loss: 0.0327 | 
23-12-23 00:08:52.153 - INFO: Train epoch 0: [ 8100/64612 (50%)] Loss: 0.2786 | MSE loss: 0.0002 | WARP loss: 0.0010 | Bpp loss: 0.0929 | 
23-12-23 00:10:13.133 - INFO: Train epoch 0: [ 8200/64612 (51%)] Loss: 0.1491 | MSE loss: 0.0001 | WARP loss: 0.0010 | Bpp loss: 0.0694 | 
23-12-23 00:11:34.585 - INFO: Train epoch 0: [ 8300/64612 (51%)] Loss: 0.1402 | MSE loss: 0.0001 | WARP loss: 0.0008 | Bpp loss: 0.0668 | 
23-12-23 00:12:53.401 - INFO: Train epoch 0: [ 8400/64612 (52%)] Loss: 0.2560 | MSE loss: 0.0002 | WARP loss: 0.0014 | Bpp loss: 0.0978 | 
23-12-23 00:14:08.794 - INFO: Train epoch 0: [ 8500/64612 (53%)] Loss: 0.1312 | MSE loss: 0.0001 | WARP loss: 0.0009 | Bpp loss: 0.0591 | 
23-12-23 00:15:24.092 - INFO: Train epoch 0: [ 8600/64612 (53%)] Loss: 0.2359 | MSE loss: 0.0001 | WARP loss: 0.0022 | Bpp loss: 0.1122 | 
23-12-23 00:16:40.123 - INFO: Train epoch 0: [ 8700/64612 (54%)] Loss: 0.2461 | MSE loss: 0.0001 | WARP loss: 0.0016 | Bpp loss: 0.1079 | 
23-12-23 00:17:57.115 - INFO: Train epoch 0: [ 8800/64612 (54%)] Loss: 0.1400 | MSE loss: 0.0001 | WARP loss: 0.0010 | Bpp loss: 0.0588 | 
23-12-23 00:19:13.274 - INFO: Train epoch 0: [ 8900/64612 (55%)] Loss: 0.2267 | MSE loss: 0.0001 | WARP loss: 0.0012 | Bpp loss: 0.0881 | 
23-12-23 00:20:30.209 - INFO: Train epoch 0: [ 9000/64612 (56%)] Loss: 0.1594 | MSE loss: 0.0001 | WARP loss: 0.0014 | Bpp loss: 0.0754 | 
23-12-23 00:21:45.459 - INFO: Train epoch 0: [ 9100/64612 (56%)] Loss: 0.1877 | MSE loss: 0.0001 | WARP loss: 0.0010 | Bpp loss: 0.0642 | 
23-12-23 00:23:01.967 - INFO: Train epoch 0: [ 9200/64612 (57%)] Loss: 0.1504 | MSE loss: 0.0001 | WARP loss: 0.0007 | Bpp loss: 0.0615 | 
23-12-23 00:24:18.131 - INFO: Train epoch 0: [ 9300/64612 (58%)] Loss: 0.2523 | MSE loss: 0.0001 | WARP loss: 0.0014 | Bpp loss: 0.1094 | 
23-12-23 00:25:35.393 - INFO: Train epoch 0: [ 9400/64612 (58%)] Loss: 0.1382 | MSE loss: 0.0001 | WARP loss: 0.0006 | Bpp loss: 0.0556 | 
23-12-23 00:26:52.045 - INFO: Train epoch 0: [ 9500/64612 (59%)] Loss: 0.1738 | MSE loss: 0.0001 | WARP loss: 0.0008 | Bpp loss: 0.0431 | 
23-12-23 00:28:07.594 - INFO: Train epoch 0: [ 9600/64612 (59%)] Loss: 0.1900 | MSE loss: 0.0001 | WARP loss: 0.0010 | Bpp loss: 0.0723 | 
23-12-23 00:29:24.289 - INFO: Train epoch 0: [ 9700/64612 (60%)] Loss: 0.1379 | MSE loss: 0.0001 | WARP loss: 0.0015 | Bpp loss: 0.0681 | 
23-12-23 00:30:41.833 - INFO: Train epoch 0: [ 9800/64612 (61%)] Loss: 0.1878 | MSE loss: 0.0001 | WARP loss: 0.0013 | Bpp loss: 0.0815 | 
23-12-23 00:31:58.960 - INFO: Train epoch 0: [ 9900/64612 (61%)] Loss: 0.1833 | MSE loss: 0.0001 | WARP loss: 0.0008 | Bpp loss: 0.0642 | 
23-12-23 00:33:14.851 - INFO: Train epoch 0: [10000/64612 (62%)] Loss: 0.3176 | MSE loss: 0.0002 | WARP loss: 0.0017 | Bpp loss: 0.1376 | 
23-12-23 00:34:29.874 - INFO: Train epoch 0: [10100/64612 (63%)] Loss: 0.1221 | MSE loss: 0.0001 | WARP loss: 0.0007 | Bpp loss: 0.0414 | 
23-12-23 00:35:45.704 - INFO: Train epoch 0: [10200/64612 (63%)] Loss: 0.2128 | MSE loss: 0.0001 | WARP loss: 0.0019 | Bpp loss: 0.0865 | 
23-12-23 00:37:02.326 - INFO: Train epoch 0: [10300/64612 (64%)] Loss: 0.2129 | MSE loss: 0.0001 | WARP loss: 0.0014 | Bpp loss: 0.0737 | 
23-12-23 00:38:20.134 - INFO: Train epoch 0: [10400/64612 (64%)] Loss: 0.1220 | MSE loss: 0.0001 | WARP loss: 0.0009 | Bpp loss: 0.0533 | 
23-12-23 00:39:40.281 - INFO: Train epoch 0: [10500/64612 (65%)] Loss: 0.1531 | MSE loss: 0.0001 | WARP loss: 0.0011 | Bpp loss: 0.0693 | 
23-12-23 00:40:59.924 - INFO: Train epoch 0: [10600/64612 (66%)] Loss: 0.1893 | MSE loss: 0.0001 | WARP loss: 0.0023 | Bpp loss: 0.0891 | 
23-12-23 00:42:16.247 - INFO: Train epoch 0: [10700/64612 (66%)] Loss: 0.3866 | MSE loss: 0.0002 | WARP loss: 0.0032 | Bpp loss: 0.1664 | 
23-12-23 00:43:33.058 - INFO: Train epoch 0: [10800/64612 (67%)] Loss: 0.1623 | MSE loss: 0.0001 | WARP loss: 0.0010 | Bpp loss: 0.0760 | 
23-12-23 00:44:49.110 - INFO: Train epoch 0: [10900/64612 (67%)] Loss: 0.1140 | MSE loss: 0.0001 | WARP loss: 0.0007 | Bpp loss: 0.0571 | 
23-12-23 00:46:04.944 - INFO: Train epoch 0: [11000/64612 (68%)] Loss: 0.1798 | MSE loss: 0.0001 | WARP loss: 0.0011 | Bpp loss: 0.0781 | 
23-12-23 00:47:20.018 - INFO: Train epoch 0: [11100/64612 (69%)] Loss: 0.1889 | MSE loss: 0.0001 | WARP loss: 0.0012 | Bpp loss: 0.0907 | 
23-12-23 00:48:36.322 - INFO: Train epoch 0: [11200/64612 (69%)] Loss: 0.1158 | MSE loss: 0.0001 | WARP loss: 0.0006 | Bpp loss: 0.0485 | 
23-12-23 00:49:51.883 - INFO: Train epoch 0: [11300/64612 (70%)] Loss: 0.3301 | MSE loss: 0.0002 | WARP loss: 0.0029 | Bpp loss: 0.1433 | 
23-12-23 00:51:07.083 - INFO: Train epoch 0: [11400/64612 (71%)] Loss: 0.1689 | MSE loss: 0.0001 | WARP loss: 0.0010 | Bpp loss: 0.0788 | 
23-12-23 00:52:22.728 - INFO: Train epoch 0: [11500/64612 (71%)] Loss: 0.1233 | MSE loss: 0.0001 | WARP loss: 0.0007 | Bpp loss: 0.0584 | 
23-12-23 00:53:36.633 - INFO: Train epoch 0: [11600/64612 (72%)] Loss: 0.2668 | MSE loss: 0.0002 | WARP loss: 0.0016 | Bpp loss: 0.1078 | 
23-12-23 00:54:52.812 - INFO: Train epoch 0: [11700/64612 (72%)] Loss: 0.2206 | MSE loss: 0.0001 | WARP loss: 0.0009 | Bpp loss: 0.0730 | 
23-12-23 00:56:08.333 - INFO: Train epoch 0: [11800/64612 (73%)] Loss: 0.1918 | MSE loss: 0.0001 | WARP loss: 0.0008 | Bpp loss: 0.0773 | 
23-12-23 00:57:24.711 - INFO: Train epoch 0: [11900/64612 (74%)] Loss: 0.3264 | MSE loss: 0.0002 | WARP loss: 0.0018 | Bpp loss: 0.1215 | 
23-12-23 00:58:39.747 - INFO: Train epoch 0: [12000/64612 (74%)] Loss: 0.1367 | MSE loss: 0.0001 | WARP loss: 0.0008 | Bpp loss: 0.0559 | 
23-12-23 00:59:54.301 - INFO: Train epoch 0: [12100/64612 (75%)] Loss: 0.1078 | MSE loss: 0.0001 | WARP loss: 0.0006 | Bpp loss: 0.0505 | 
23-12-23 01:01:09.944 - INFO: Train epoch 0: [12200/64612 (76%)] Loss: 0.2104 | MSE loss: 0.0001 | WARP loss: 0.0016 | Bpp loss: 0.0877 | 
23-12-23 01:02:26.271 - INFO: Train epoch 0: [12300/64612 (76%)] Loss: 0.2842 | MSE loss: 0.0002 | WARP loss: 0.0013 | Bpp loss: 0.1265 | 
23-12-23 01:03:42.349 - INFO: Train epoch 0: [12400/64612 (77%)] Loss: 0.0847 | MSE loss: 0.0001 | WARP loss: 0.0003 | Bpp loss: 0.0302 | 
23-12-23 01:04:58.440 - INFO: Train epoch 0: [12500/64612 (77%)] Loss: 0.1612 | MSE loss: 0.0001 | WARP loss: 0.0008 | Bpp loss: 0.0601 | 
23-12-23 01:06:12.949 - INFO: Train epoch 0: [12600/64612 (78%)] Loss: 0.3359 | MSE loss: 0.0002 | WARP loss: 0.0017 | Bpp loss: 0.1295 | 
23-12-23 01:07:31.167 - INFO: Train epoch 0: [12700/64612 (79%)] Loss: 0.0850 | MSE loss: 0.0000 | WARP loss: 0.0009 | Bpp loss: 0.0411 | 
23-12-23 01:08:53.619 - INFO: Train epoch 0: [12800/64612 (79%)] Loss: 0.1793 | MSE loss: 0.0001 | WARP loss: 0.0010 | Bpp loss: 0.0752 | 
23-12-23 01:10:13.543 - INFO: Train epoch 0: [12900/64612 (80%)] Loss: 0.2454 | MSE loss: 0.0002 | WARP loss: 0.0011 | Bpp loss: 0.0834 | 
23-12-23 01:11:28.805 - INFO: Train epoch 0: [13000/64612 (80%)] Loss: 0.1889 | MSE loss: 0.0001 | WARP loss: 0.0011 | Bpp loss: 0.0869 | 
23-12-23 01:12:43.588 - INFO: Train epoch 0: [13100/64612 (81%)] Loss: 0.1257 | MSE loss: 0.0001 | WARP loss: 0.0004 | Bpp loss: 0.0514 | 
23-12-23 01:13:59.255 - INFO: Train epoch 0: [13200/64612 (82%)] Loss: 0.1012 | MSE loss: 0.0001 | WARP loss: 0.0008 | Bpp loss: 0.0483 | 
23-12-23 01:15:14.889 - INFO: Train epoch 0: [13300/64612 (82%)] Loss: 0.1479 | MSE loss: 0.0001 | WARP loss: 0.0007 | Bpp loss: 0.0511 | 
23-12-23 01:16:30.261 - INFO: Train epoch 0: [13400/64612 (83%)] Loss: 0.1522 | MSE loss: 0.0001 | WARP loss: 0.0011 | Bpp loss: 0.0594 | 
23-12-23 01:17:45.835 - INFO: Train epoch 0: [13500/64612 (84%)] Loss: 0.1124 | MSE loss: 0.0001 | WARP loss: 0.0005 | Bpp loss: 0.0370 | 
23-12-23 01:18:59.956 - INFO: Train epoch 0: [13600/64612 (84%)] Loss: 0.2005 | MSE loss: 0.0001 | WARP loss: 0.0010 | Bpp loss: 0.0829 | 
23-12-23 01:20:16.193 - INFO: Train epoch 0: [13700/64612 (85%)] Loss: 0.3118 | MSE loss: 0.0002 | WARP loss: 0.0019 | Bpp loss: 0.1339 | 
23-12-23 01:21:31.946 - INFO: Train epoch 0: [13800/64612 (85%)] Loss: 0.2211 | MSE loss: 0.0001 | WARP loss: 0.0014 | Bpp loss: 0.1013 | 
23-12-23 01:22:47.824 - INFO: Train epoch 0: [13900/64612 (86%)] Loss: 0.2103 | MSE loss: 0.0001 | WARP loss: 0.0009 | Bpp loss: 0.0923 | 
23-12-23 01:24:03.221 - INFO: Train epoch 0: [14000/64612 (87%)] Loss: 0.1542 | MSE loss: 0.0001 | WARP loss: 0.0007 | Bpp loss: 0.0721 | 
23-12-23 01:25:17.352 - INFO: Train epoch 0: [14100/64612 (87%)] Loss: 0.1650 | MSE loss: 0.0001 | WARP loss: 0.0007 | Bpp loss: 0.0640 | 
23-12-23 01:26:32.806 - INFO: Train epoch 0: [14200/64612 (88%)] Loss: 0.2062 | MSE loss: 0.0001 | WARP loss: 0.0008 | Bpp loss: 0.0854 | 
23-12-23 01:27:48.346 - INFO: Train epoch 0: [14300/64612 (89%)] Loss: 0.1924 | MSE loss: 0.0001 | WARP loss: 0.0008 | Bpp loss: 0.0713 | 
